Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,False
Ford,Focus,1.8,Diesel,1996,228514,1777,Volkswagen
Toyota,RAV4,2.2,Hybrid,2008,91899,18830,Volkswagen
Volkswagen,Golf,2.0,Diesel,2006,132517,6968,Volkswagen
Volkswagen,Passat,1.6,Diesel,2000,149660,4536,Volkswagen
Volkswagen,Golf,1.2,Diesel,1999,141870,3141,Volkswagen
Volkswagen,Golf,1.8,Diesel,1999,128313,4285,Volkswagen
Volkswagen,Golf,1.8,Petrol,1990,274870,620,Volkswagen
Volkswagen,Golf,1.8,Petrol,2017,30879,26435,Volkswagen
Volkswagen,Polo,1.0,Petrol,2010,49404,9318,Volkswagen
Ford,Focus,1.6,Petrol,2013,21341,23984,Volkswagen
Volkswagen,Passat,2.0,Diesel,2019,31515,41513,Volkswagen
Ford,Fiesta,1.0,Petrol,1993,128175,1675,Volkswagen
Toyota,RAV4,2.0,Petrol,1999,181408,4035,Volkswagen
Toyota,Yaris,1.0,Petrol,1997,117567,2750,Volkswagen
Ford,Focus,1.4,Diesel,1987,237109,795,Volkswagen
Volkswagen,Golf,1.6,Hybrid,1999,144401,4062,Volkswagen
Toyota,Yaris,1.0,Petrol,2011,122572,6729,Volkswagen
BMW,X3,2.0,Petrol,1989,177303,2038,Volkswagen
Ford,Mondeo,1.4,Diesel,1988,168455,1544,Volkswagen
Volkswagen,Passat,1.4,Diesel,1989,59703,3955,Volkswagen
Ford,Focus,1.0,Diesel,1991,236390,883,Volkswagen
Toyota,RAV4,2.2,Hybrid,1994,204406,2977,Volkswagen
Volkswagen,Passat,2.0,Diesel,1985,80478,3151,Volkswagen
Toyota,Yaris,1.2,Petrol,1998,39334,5502,Volkswagen
Ford,Mondeo,1.8,Diesel,2016,44207,28305,Volkswagen
Volkswagen,Polo,1.4,Petrol,1998,128892,2824,Volkswagen
Ford,Fiesta,1.2,Petrol,1997,132733,2312,Volkswagen
Volkswagen,Passat,1.4,Diesel,1996,209919,1939,Volkswagen
Ford,Focus,2.0,Diesel,2000,110597,6585,Volkswagen
Volkswagen,Golf,1.4,Petrol,2017,50548,20717,Volkswagen
Ford,Focus,1.4,Petrol,2014,60022,19014,Volkswagen
Volkswagen,Golf,2.0,Petrol,2016,29843,26224,Volkswagen
Ford,Focus,1.6,Petrol,2018,38017,30419,Volkswagen
BMW,Z4,2.4,Petrol,2007,94692,13593,Volkswagen
Ford,Mondeo,1.6,Petrol,2015,46205,23487,Volkswagen
Ford,Focus,1.6,Petrol,2003,187961,3649,Volkswagen
Ford,Fiesta,1.4,Diesel,2019,18034,24681,Volkswagen
Toyota,Prius,1.4,Hybrid,1988,229694,1079,Volkswagen
Ford,Fiesta,1.0,Petrol,2019,26622,18940,Volkswagen
Ford,Mondeo,1.4,Petrol,1994,136761,2845,Volkswagen
Volkswagen,Passat,1.4,Diesel,2017,40122,28895,Volkswagen
Toyota,Yaris,1.2,Hybrid,2008,55883,11611,Volkswagen
Volkswagen,Golf,1.8,Petrol,2018,34252,27709,Volkswagen
Volkswagen,Passat,2.0,Diesel,1992,238396,1372,Volkswagen
Ford,Fiesta,1.2,Diesel,2012,73872,10180,Volkswagen
Volkswagen,Polo,1.0,Petrol,2012,42569,11103,Volkswagen
Volkswagen,Golf,1.6,Diesel,1997,211638,1751,Volkswagen
Volkswagen,Golf,2.0,Petrol,2015,33693,23992,Volkswagen
Volkswagen,Polo,1.6,Petrol,2001,152971,3039,Volkswagen
Volkswagen,Polo,1.2,Petrol,2012,32163,12936,Volkswagen
Toyota,RAV4,1.8,Petrol,2000,184361,3989,Volkswagen
Toyota,Yaris,1.0,Hybrid,1988,76257,2442,Volkswagen
Toyota,Prius,1.4,Hybrid,1997,131620,4551,Volkswagen
Ford,Focus,1.8,Petrol,2009,101135,11630,Volkswagen
Toyota,Prius,1.4,Hybrid,1994,157136,3031,Volkswagen
Toyota,Yaris,1.4,Petrol,1995,153340,2143,Volkswagen
Toyota,RAV4,2.4,Hybrid,2012,96292,24879,Volkswagen
Ford,Fiesta,1.2,Petrol,2017,63623,14485,Volkswagen
Toyota,Prius,1.0,Hybrid,2003,156976,4674,Volkswagen
Ford,Mondeo,2.0,Diesel,2009,101574,12713,Volkswagen
Ford,Mondeo,1.4,Diesel,1995,140151,3108,Volkswagen
Toyota,Prius,1.4,Hybrid,2016,53509,28214,Volkswagen
Ford,Mondeo,2.0,Diesel,1997,137532,4335,Volkswagen
Volkswagen,Polo,1.4,Petrol,1990,192946,972,Volkswagen
Ford,Mondeo,2.0,Diesel,2006,95579,10873,Volkswagen
Toyota,Prius,1.8,Hybrid,2013,49515,26856,Volkswagen
Volkswagen,Polo,1.0,Petrol,2002,96349,3984,Volkswagen
BMW,M5,4.0,Petrol,2011,49176,56089,Volkswagen
Ford,Focus,1.8,Petrol,1994,231669,1439,Volkswagen
Volkswagen,Golf,1.2,Petrol,2009,62830,10404,Volkswagen
Toyota,Prius,1.4,Hybrid,2017,29270,34897,Volkswagen
Porsche,911,2.6,Petrol,1998,227471,5525,Volkswagen
Ford,Mondeo,1.8,Diesel,2018,22276,36747,Volkswagen
Toyota,Yaris,1.2,Hybrid,1998,150602,2974,Volkswagen
Volkswagen,Polo,1.4,Petrol,1989,192061,916,Volkswagen
BMW,M5,4.4,Petrol,1993,256822,3324,Volkswagen
Toyota,Prius,1.4,Hybrid,1994,253424,1295,Volkswagen
Toyota,Yaris,1.4,Hybrid,2004,96949,7260,Volkswagen
Volkswagen,Passat,2.0,Petrol,2017,43514,32226,Volkswagen
Ford,Focus,1.0,Petrol,2021,7415,34826,Volkswagen
Porsche,911,2.2,Petrol,2018,33230,86372,Volkswagen
Ford,Fiesta,1.0,Petrol,2005,95219,4780,Volkswagen
Volkswagen,Polo,1.2,Petrol,2013,37270,13420,Volkswagen
Toyota,RAV4,2.2,Hybrid,2003,144764,9007,Volkswagen
Ford,Focus,1.0,Diesel,2020,27791,30620,Volkswagen
Volkswagen,Polo,1.4,Diesel,2019,28900,23839,Volkswagen
Volkswagen,Golf,2.0,Diesel,2017,48522,26329,Volkswagen
Volkswagen,Golf,1.2,Diesel,1994,327256,421,Volkswagen
Ford,Fiesta,1.2,Petrol,1999,168856,1966,Volkswagen
Toyota,RAV4,1.8,Hybrid,1993,190290,2851,Volkswagen
Toyota,Prius,1.4,Hybrid,2012,34369,24277,Volkswagen
Volkswagen,Passat,2.0,Diesel,1991,209392,1669,Volkswagen
BMW,X3,2.0,Diesel,1988,185881,1859,Volkswagen
Toyota,Prius,1.0,Hybrid,1994,183610,2048,Volkswagen
Toyota,RAV4,1.8,Hybrid,1996,148086,4973,Volkswagen
Ford,Fiesta,1.0,Hybrid,2015,50697,15083,Volkswagen
Ford,Fiesta,1.2,Petrol,1987,224811,541,Volkswagen
Porsche,718 Cayman,2.4,Petrol,1993,224627,2212,Volkswagen
Ford,Focus,1.6,Diesel,1998,212824,2205,Volkswagen
Ford,Focus,2.0,Diesel,2009,133780,10032,Volkswagen
BMW,Z4,3.0,Petrol,2012,32812,31772,Volkswagen
Volkswagen,Golf,1.6,Diesel,2009,75707,11576,Volkswagen
Volkswagen,Passat,1.6,Petrol,2005,14086,15322,Volkswagen
Ford,Mondeo,1.4,Hybrid,2010,62242,17069,Volkswagen
Ford,Mondeo,1.6,Diesel,1991,218413,1303,Volkswagen
Ford,Focus,1.0,Petrol,1995,151714,2299,Volkswagen
Toyota,Yaris,1.2,Petrol,2002,109996,4452,Volkswagen
Toyota,Yaris,1.4,Hybrid,2016,29758,25042,Volkswagen
Toyota,RAV4,1.8,Hybrid,2016,39628,40950,Volkswagen
Ford,Mondeo,1.6,Hybrid,2003,114745,7895,Volkswagen
Ford,Focus,1.4,Diesel,2015,47059,23160,Volkswagen
Ford,Mondeo,1.4,Diesel,2021,13652,41487,Volkswagen
Toyota,Yaris,1.0,Petrol,1991,109029,1966,Volkswagen
Volkswagen,Golf,2.0,Petrol,2015,43259,22664,Volkswagen
Toyota,Yaris,1.0,Petrol,2015,44432,15127,Volkswagen
Toyota,Prius,1.4,Hybrid,2019,20107,41979,Volkswagen
Toyota,RAV4,2.4,Hybrid,2002,147026,8640,Volkswagen
Porsche,911,3.0,Petrol,1998,188610,8382,Volkswagen
Volkswagen,Golf,1.2,Diesel,2009,120212,7256,Volkswagen
Toyota,Yaris,1.2,Petrol,2011,102198,8597,Volkswagen
Toyota,Prius,1.0,Hybrid,2019,15837,36314,Volkswagen
Volkswagen,Passat,1.6,Diesel,1988,186214,1498,Volkswagen
Ford,Fiesta,1.4,Petrol,1998,166325,2029,Volkswagen
Ford,Fiesta,1.4,Petrol,2018,16233,22205,Volkswagen
Volkswagen,Polo,1.2,Petrol,2017,47964,16423,Volkswagen
Ford,Mondeo,1.4,Diesel,2015,54723,21876,Volkswagen
Ford,Mondeo,1.4,Diesel,1998,196395,2364,Volkswagen
Volkswagen,Golf,1.4,Petrol,1995,219311,1274,Volkswagen
Ford,Focus,1.8,Petrol,2016,55287,25394,Volkswagen
Ford,Mondeo,1.4,Diesel,2010,64816,14686,Volkswagen
Volkswagen,Passat,1.4,Diesel,2001,71938,8122,Volkswagen
Volkswagen,Polo,1.4,Petrol,2016,56409,15739,Volkswagen
Volkswagen,Passat,1.8,Diesel,2018,14558,40494,Volkswagen
Volkswagen,Passat,1.4,Diesel,1991,274906,765,Volkswagen
Toyota,RAV4,2.0,Hybrid,2002,79221,13154,Volkswagen
Volkswagen,Polo,1.0,Petrol,2014,51287,12024,Volkswagen
Ford,Fiesta,1.2,Diesel,2001,159363,2554,Volkswagen
Toyota,Prius,1.0,Hybrid,2014,48492,21533,Volkswagen
Ford,Fiesta,1.0,Petrol,2005,111938,4225,Volkswagen
Volkswagen,Polo,1.6,Petrol,2011,78764,10396,Volkswagen
BMW,M5,4.4,Petrol,2017,22465,102698,Volkswagen
Ford,Fiesta,1.4,Petrol,1998,247951,984,Volkswagen
Volkswagen,Polo,1.0,Petrol,1993,278870,458,Volkswagen
Ford,Focus,1.6,Diesel,1986,159937,1565,Volkswagen
Volkswagen,Polo,1.6,Petrol,2014,54298,14924,Volkswagen
Ford,Focus,1.6,Diesel,1987,284203,548,Volkswagen
Toyota,Prius,1.0,Hybrid,2011,91143,13263,Volkswagen
Toyota,Prius,1.4,Hybrid,1994,106975,4501,Volkswagen
Toyota,Yaris,1.4,Petrol,1994,232725,1004,Volkswagen
Ford,Focus,2.0,Petrol,1987,203940,1220,Volkswagen
Porsche,718 Cayman,2.0,Petrol,1991,216219,1906,Volkswagen
Volkswagen,Golf,1.8,Petrol,2012,87782,13135,Volkswagen
Ford,Fiesta,1.2,Petrol,2002,122309,3501,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2002,182640,5334,Volkswagen
Volkswagen,Polo,2.0,Petrol,1995,181164,1796,Volkswagen
Volkswagen,Polo,2.0,Petrol,1989,266801,556,Volkswagen
Volkswagen,Golf,1.2,Hybrid,2003,180093,3409,Volkswagen
BMW,Z4,2.2,Petrol,1998,186079,3439,Volkswagen
Ford,Fiesta,1.4,Petrol,1996,90038,3221,Volkswagen
Ford,Focus,1.6,Petrol,2017,46562,27026,Volkswagen
Toyota,Prius,1.8,Hybrid,1989,223468,1384,Volkswagen
Ford,Fiesta,1.0,Petrol,2016,28373,15353,Volkswagen
Volkswagen,Polo,2.0,Petrol,1990,123329,2068,Volkswagen
Volkswagen,Polo,2.0,Petrol,2000,135070,3673,Volkswagen
Toyota,Yaris,1.0,Hybrid,2003,111088,5171,Volkswagen
Ford,Focus,1.6,Petrol,2020,19933,38545,Volkswagen
Ford,Mondeo,1.6,Hybrid,2008,91822,13047,Volkswagen
Volkswagen,Golf,1.6,Petrol,2012,53478,15580,Volkswagen
Toyota,Yaris,1.4,Hybrid,1986,277097,468,Volkswagen
Ford,Mondeo,1.6,Hybrid,1998,127617,5123,Volkswagen
Toyota,RAV4,2.2,Hybrid,2018,33011,53788,Volkswagen
Ford,Mondeo,2.0,Diesel,1996,93717,5658,Volkswagen
Ford,Fiesta,1.2,Diesel,2010,91095,7904,Volkswagen
Ford,Fiesta,1.2,Petrol,2013,42418,12679,Volkswagen
Ford,Mondeo,1.8,Diesel,2010,62332,16926,Volkswagen
BMW,M5,4.4,Petrol,2015,53909,74562,Volkswagen
Porsche,911,3.5,Petrol,1994,237361,4487,Volkswagen
Ford,Fiesta,1.0,Petrol,2006,121361,4203,Volkswagen
Toyota,RAV4,2.2,Hybrid,1987,248849,1248,Volkswagen
Toyota,Prius,1.0,Hybrid,2002,111087,6289,Volkswagen
Volkswagen,Golf,2.0,Petrol,2012,74315,15199,Volkswagen
Toyota,Yaris,1.4,Petrol,2001,124722,4020,Volkswagen
Volkswagen,Golf,1.2,Petrol,2016,36664,19522,Volkswagen
Volkswagen,Polo,1.2,Petrol,2003,153177,3002,Volkswagen
Toyota,RAV4,2.4,Hybrid,2014,52305,38289,Volkswagen
Toyota,Prius,1.8,Hybrid,2004,126902,8540,Volkswagen
Ford,Fiesta,1.2,Petrol,2004,91730,5023,Volkswagen
Ford,Focus,1.4,Petrol,2009,94682,10749,Volkswagen
Toyota,RAV4,2.0,Petrol,1996,197657,2868,Volkswagen
Toyota,RAV4,1.8,Hybrid,2014,70748,29418,Volkswagen
Toyota,RAV4,2.4,Petrol,1986,294369,663,Volkswagen
Ford,Fiesta,1.0,Petrol,1999,140064,2275,Volkswagen
Toyota,Prius,1.0,Hybrid,2018,24296,32427,Volkswagen
Ford,Mondeo,1.6,Diesel,1994,269287,997,Volkswagen
Toyota,Yaris,1.4,Hybrid,1987,118789,1986,Volkswagen
Ford,Mondeo,1.4,Diesel,2013,46627,20137,Volkswagen
Ford,Mondeo,2.0,Diesel,2015,31530,30093,Volkswagen
Toyota,Prius,1.8,Hybrid,1998,140305,5148,Volkswagen
Ford,Focus,1.0,Petrol,2005,116308,5927,Volkswagen
Volkswagen,Polo,1.6,Petrol,1991,281749,494,Volkswagen
BMW,X3,2.0,Diesel,2007,48420,18661,Volkswagen
Ford,Focus,1.8,Diesel,2016,32236,30672,Volkswagen
Ford,Focus,1.4,Petrol,1987,201432,1044,Volkswagen
Toyota,Yaris,1.4,Hybrid,2016,36952,24014,Volkswagen
Volkswagen,Golf,1.2,Petrol,2013,55189,14268,Volkswagen
Toyota,Prius,1.8,Hybrid,1988,269706,845,Volkswagen
Toyota,Prius,1.0,Hybrid,1994,208814,1642,Volkswagen
Ford,Fiesta,1.4,Petrol,1990,114531,1803,Volkswagen
Ford,Mondeo,1.4,Petrol,2005,112372,7159,Volkswagen
Toyota,RAV4,2.4,Hybrid,2003,74265,15933,Volkswagen
BMW,Z4,3.0,Petrol,2001,173680,5456,Volkswagen
Volkswagen,Passat,1.4,Diesel,1997,263784,1267,Volkswagen
Ford,Focus,1.0,Petrol,1994,298084,577,Volkswagen
Toyota,Prius,1.0,Hybrid,1998,187721,2580,Volkswagen
Ford,Fiesta,1.0,Hybrid,2015,40954,16011,Volkswagen
BMW,M5,5.0,Petrol,1997,171860,9880,Volkswagen
Ford,Mondeo,1.6,Diesel,2008,55839,14561,Volkswagen
Volkswagen,Polo,1.0,Petrol,2003,101673,4096,Volkswagen
Ford,Mondeo,1.6,Diesel,2013,61417,19607,Volkswagen
Volkswagen,Golf,1.4,Diesel,2011,65466,13251,Volkswagen
Ford,Mondeo,1.8,Diesel,2020,12493,44281,Volkswagen
Toyota,Prius,1.4,Hybrid,1989,278691,732,Volkswagen
Ford,Fiesta,1.4,Petrol,2007,59701,8240,Volkswagen
Volkswagen,Polo,1.4,Petrol,1997,189186,1602,Volkswagen
Volkswagen,Polo,1.0,Petrol,2001,165370,2167,Volkswagen
Ford,Focus,1.8,Petrol,2012,55654,19404,Volkswagen
Ford,Focus,1.6,Diesel,2015,43895,25243,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2008,37463,23381,Volkswagen
Ford,Mondeo,1.6,Hybrid,1991,133975,3055,Volkswagen
Toyota,RAV4,2.0,Petrol,2003,91382,10760,Volkswagen
Volkswagen,Polo,1.4,Petrol,1990,160459,1283,Volkswagen
Ford,Mondeo,1.6,Diesel,2011,80816,15066,Volkswagen
Volkswagen,Golf,1.4,Diesel,1992,112184,2682,Volkswagen
Toyota,Prius,1.4,Hybrid,2007,107606,10659,Volkswagen
Porsche,911,3.5,Petrol,2018,39921,104722,Volkswagen
Ford,Focus,1.0,Petrol,1996,97454,3743,Volkswagen
Ford,Mondeo,1.8,Diesel,2000,91699,7110,Volkswagen
Toyota,Prius,1.4,Hybrid,2000,93256,7424,Volkswagen
BMW,M5,4.4,Petrol,2001,99545,21476,Volkswagen
Ford,Fiesta,1.2,Petrol,1990,193393,873,Volkswagen
Ford,Fiesta,1.4,Petrol,2018,37031,19739,Volkswagen
Toyota,Yaris,1.0,Hybrid,1996,282617,732,Volkswagen
BMW,M5,5.0,Petrol,2019,25044,123300,Volkswagen
BMW,M5,4.4,Petrol,2003,78946,28399,Volkswagen
Volkswagen,Golf,2.0,Petrol,2006,92949,8946,Volkswagen
Volkswagen,Passat,1.6,Diesel,2015,45897,26105,Volkswagen
Ford,Mondeo,1.6,Diesel,2010,36718,18710,Volkswagen
Toyota,Prius,1.8,Hybrid,2017,43596,36362,Volkswagen
Volkswagen,Polo,1.2,Petrol,2019,26974,21251,Volkswagen
Ford,Fiesta,1.0,Petrol,2012,36877,11192,Volkswagen
Toyota,Yaris,1.2,Petrol,2012,64730,11931,Volkswagen
Ford,Mondeo,1.6,Diesel,2010,67468,15428,Volkswagen
Volkswagen,Polo,1.6,Petrol,1992,170513,1440,Volkswagen
Volkswagen,Passat,1.4,Diesel,2013,45290,21450,Volkswagen
Toyota,Prius,1.8,Hybrid,1988,234902,1167,Volkswagen
Toyota,Yaris,1.4,Petrol,2005,200197,2798,Volkswagen
Volkswagen,Golf,1.6,Petrol,2009,64176,11908,Volkswagen
Toyota,RAV4,2.0,Hybrid,2010,61847,25188,Volkswagen
Volkswagen,Passat,1.8,Diesel,1999,218301,2492,Volkswagen
Volkswagen,Golf,1.8,Petrol,1999,38404,7618,Volkswagen
BMW,X3,2.0,Diesel,2004,69523,13339,Volkswagen
BMW,Z4,2.0,Petrol,1988,278968,724,Volkswagen
Ford,Mondeo,1.8,Diesel,1993,144559,2977,Volkswagen
Volkswagen,Passat,1.8,Diesel,2006,75042,12586,Volkswagen
Volkswagen,Passat,1.4,Diesel,1990,168399,1864,Volkswagen
BMW,Z4,2.4,Petrol,2013,105342,18759,Volkswagen
Ford,Fiesta,1.0,Petrol,2013,34925,12102,Volkswagen
Volkswagen,Polo,2.0,Petrol,2005,40212,9987,Volkswagen
Ford,Mondeo,1.6,Diesel,1987,86776,2917,Volkswagen
Toyota,RAV4,1.8,Hybrid,1994,178283,3381,Volkswagen
Ford,Fiesta,1.0,Petrol,2001,107007,3358,Volkswagen
Volkswagen,Golf,1.8,Diesel,1986,214951,866,Volkswagen
Ford,Fiesta,1.0,Hybrid,2013,5000,17119,Volkswagen
BMW,Z4,3.0,Petrol,2021,13060,64627,Volkswagen
Ford,Mondeo,1.8,Diesel,2006,133544,7735,Volkswagen
Volkswagen,Golf,1.4,Diesel,1990,172691,1442,Volkswagen
Toyota,RAV4,2.0,Hybrid,2016,56897,38794,Volkswagen
Ford,Fiesta,1.2,Petrol,2015,58116,13138,Volkswagen
Ford,Mondeo,2.0,Hybrid,1998,195652,3250,Volkswagen
Toyota,Yaris,1.4,Petrol,2022,5725,35482,Volkswagen
BMW,M5,4.0,Petrol,2013,70558,55830,Volkswagen
Porsche,Cayenne,2.6,Petrol,2011,46682,36466,Volkswagen
Volkswagen,Passat,2.0,Petrol,1985,212303,1038,Volkswagen
Porsche,Cayenne,3.0,Petrol,1999,106374,11719,Volkswagen
Ford,Focus,1.8,Petrol,1997,140651,3855,Volkswagen
BMW,X3,3.0,Diesel,1999,278832,2038,Volkswagen
Volkswagen,Golf,1.4,Petrol,2018,32454,24695,Volkswagen
Ford,Focus,2.0,Petrol,2015,51485,25649,Volkswagen
Ford,Mondeo,1.4,Diesel,2009,61420,14047,Volkswagen
Ford,Mondeo,1.8,Diesel,2014,51666,23656,Volkswagen
Volkswagen,Golf,1.6,Petrol,2016,45889,21324,Volkswagen
Volkswagen,Polo,1.6,Petrol,2019,26125,24657,Volkswagen
Toyota,Yaris,1.4,Petrol,1996,25580,5633,Volkswagen
Toyota,RAV4,2.0,Hybrid,2007,122861,13336,Volkswagen
Toyota,Prius,1.4,Hybrid,1990,305836,605,Volkswagen
Toyota,Prius,1.0,Hybrid,2010,97209,11878,Volkswagen
BMW,X3,3.0,Diesel,2010,55284,26740,Volkswagen
Volkswagen,Passat,1.8,Diesel,2021,15944,49092,Volkswagen
Volkswagen,Golf,1.6,Diesel,2003,155808,4227,Volkswagen
Volkswagen,Passat,1.6,Diesel,2003,189243,3967,Volkswagen
Volkswagen,Golf,2.0,Petrol,2006,161724,5234,Volkswagen
Toyota,Prius,1.4,Hybrid,2004,186979,4584,Volkswagen
Porsche,718 Cayman,2.0,Petrol,1999,80245,9748,Volkswagen
Volkswagen,Passat,1.4,Diesel,2007,61496,12982,Volkswagen
Volkswagen,Polo,1.6,Petrol,2011,53516,12279,Volkswagen
Toyota,Prius,1.8,Hybrid,2009,42648,21454,Volkswagen
Porsche,718 Cayman,2.0,Petrol,1997,205140,3139,Volkswagen
Ford,Mondeo,1.6,Diesel,2004,124668,6842,Volkswagen
Ford,Fiesta,1.2,Petrol,1998,190922,1522,Volkswagen
Volkswagen,Golf,1.8,Diesel,2022,630,45601,Volkswagen
BMW,Z4,3.0,Petrol,2018,35812,46574,Volkswagen
Toyota,Prius,1.0,Hybrid,2017,45044,26864,Volkswagen
Ford,Focus,2.0,Diesel,2005,87542,10872,Volkswagen
Porsche,718 Cayman,2.4,Petrol,1998,157245,5547,Volkswagen
Toyota,Prius,1.0,Hybrid,1990,212545,1216,Volkswagen
Volkswagen,Polo,1.0,Petrol,2007,105711,5191,Volkswagen
Volkswagen,Polo,1.2,Petrol,2001,107238,3769,Volkswagen
Ford,Fiesta,1.4,Diesel,1995,181351,1535,Volkswagen
Volkswagen,Golf,1.2,Diesel,2007,130718,5852,Volkswagen
Ford,Mondeo,1.8,Petrol,1994,218409,1608,Volkswagen
Volkswagen,Passat,1.8,Diesel,2018,37123,35654,Volkswagen
Ford,Fiesta,1.4,Petrol,2006,75391,6947,Volkswagen
Toyota,Prius,1.8,Hybrid,1991,16000,7527,Volkswagen
Ford,Mondeo,2.0,Diesel,2011,68903,18264,Volkswagen
Volkswagen,Golf,1.4,Petrol,2018,40850,23500,Volkswagen
Ford,Focus,1.4,Diesel,2004,124833,6451,Volkswagen
Volkswagen,Golf,1.2,Petrol,2021,14140,30929,Volkswagen
Toyota,RAV4,2.2,Hybrid,2014,42359,38976,Volkswagen
BMW,Z4,2.0,Petrol,2018,21487,41270,Volkswagen
Ford,Focus,1.4,Petrol,2012,86807,13887,Volkswagen
Toyota,RAV4,2.2,Hybrid,1990,240376,1648,Volkswagen
BMW,X3,3.0,Diesel,2006,146050,10565,Volkswagen
Volkswagen,Polo,1.4,Petrol,2014,49325,14402,Volkswagen
Ford,Focus,1.6,Diesel,1995,171184,2595,Volkswagen
Ford,Mondeo,1.8,Petrol,1990,71894,3988,Volkswagen
Toyota,Prius,1.4,Hybrid,2019,33366,38942,Volkswagen
Toyota,Prius,1.8,Hybrid,1984,248245,791,Volkswagen
Volkswagen,Passat,1.8,Petrol,2001,86999,7906,Volkswagen
Toyota,RAV4,2.0,Petrol,1996,82667,7174,Volkswagen
Porsche,Cayenne,3.0,Petrol,2008,116605,19771,Volkswagen
Toyota,Prius,1.4,Hybrid,1996,182999,2783,Volkswagen
Ford,Focus,1.8,Petrol,1996,157608,3140,Volkswagen
Volkswagen,Golf,1.4,Diesel,2016,31563,22810,Volkswagen
BMW,X3,2.4,Diesel,2017,40284,41839,Volkswagen
Toyota,Yaris,1.4,Petrol,2010,102941,8639,Volkswagen
Toyota,RAV4,2.0,Hybrid,1997,109344,7589,Volkswagen
BMW,M5,4.4,Petrol,1997,258608,4269,Volkswagen
BMW,M5,4.0,Petrol,1997,88987,16921,Volkswagen
BMW,M5,4.4,Petrol,2013,53727,65330,Volkswagen
Ford,Mondeo,1.4,Hybrid,1993,96926,4328,Volkswagen
Volkswagen,Golf,2.0,Petrol,2000,117389,5003,Volkswagen
Volkswagen,Polo,1.0,Petrol,2011,34034,10927,Volkswagen
Volkswagen,Polo,2.0,Diesel,2016,19894,24536,Volkswagen
Volkswagen,Polo,1.0,Petrol,1998,112488,2708,Volkswagen
Toyota,RAV4,1.8,Hybrid,2005,117907,11502,Volkswagen
Ford,Fiesta,1.0,Petrol,1997,176319,1474,Volkswagen
Volkswagen,Polo,1.4,Petrol,2011,97994,8487,Volkswagen
Volkswagen,Golf,1.8,Hybrid,2016,42938,27634,Volkswagen
Porsche,911,3.5,Petrol,2007,150386,22781,Volkswagen
Volkswagen,Polo,1.0,Petrol,2019,24767,19643,Volkswagen
Volkswagen,Golf,1.4,Petrol,1999,208032,1841,Volkswagen
Volkswagen,Passat,1.4,Petrol,2000,136368,4499,Volkswagen
Toyota,Yaris,1.2,Hybrid,2011,61356,13692,Volkswagen
Volkswagen,Passat,1.8,Diesel,2015,64801,24557,Volkswagen
Toyota,Yaris,1.2,Hybrid,2005,83185,7924,Volkswagen
Volkswagen,Passat,1.8,Petrol,1995,228106,1664,Volkswagen
Ford,Mondeo,1.4,Diesel,2013,63523,18091,Volkswagen
Ford,Fiesta,1.2,Petrol,2013,38004,13019,Volkswagen
Volkswagen,Polo,1.2,Petrol,2015,31353,15874,Volkswagen
BMW,M5,4.0,Petrol,2014,69146,60244,Volkswagen
Porsche,718 Cayman,2.4,Petrol,2010,119633,16674,Volkswagen
Toyota,Yaris,1.4,Petrol,2013,47680,15356,Volkswagen
Volkswagen,Golf,1.2,Hybrid,2020,16239,34331,Volkswagen
Volkswagen,Polo,2.0,Petrol,2004,67242,7878,Volkswagen
Volkswagen,Passat,2.0,Diesel,1999,216708,2665,Volkswagen
Volkswagen,Golf,2.0,Petrol,1991,211644,1250,Volkswagen
Toyota,Prius,1.0,Hybrid,1991,123970,2737,Volkswagen
Volkswagen,Passat,1.4,Diesel,2005,75227,10371,Volkswagen
Ford,Focus,1.4,Diesel,2019,30286,33414,Volkswagen
Toyota,Prius,1.4,Hybrid,2017,45574,31684,Volkswagen
Porsche,911,2.6,Petrol,1989,53924,11979,Volkswagen
Toyota,Yaris,1.2,Hybrid,2012,121344,9546,Volkswagen
Volkswagen,Golf,2.0,Diesel,2001,113284,5794,Volkswagen
Volkswagen,Golf,2.0,Diesel,1991,128891,2637,Volkswagen
Volkswagen,Polo,1.2,Petrol,2003,193496,2131,Volkswagen
BMW,X3,3.0,Diesel,1994,200636,2986,Volkswagen
Toyota,RAV4,2.0,Hybrid,2018,18973,55515,Volkswagen
Toyota,RAV4,2.0,Hybrid,2011,64149,26523,Volkswagen
Ford,Fiesta,1.4,Petrol,2008,129701,5326,Volkswagen
Ford,Focus,1.4,Petrol,1986,178618,1191,Volkswagen
Porsche,718 Cayman,2.0,Petrol,1993,204975,2408,Volkswagen
Ford,Focus,2.0,Diesel,1993,95096,4628,Volkswagen
Porsche,911,3.5,Petrol,2018,22616,115729,Volkswagen
Volkswagen,Golf,2.0,Diesel,1991,172719,1843,Volkswagen
Toyota,Prius,1.4,Hybrid,1995,246517,1475,Volkswagen
Volkswagen,Passat,1.6,Diesel,2007,107015,10099,Volkswagen
Volkswagen,Golf,2.0,Petrol,1996,172081,2463,Volkswagen
Volkswagen,Polo,1.6,Petrol,2000,181948,2227,Volkswagen
BMW,X3,3.0,Diesel,1991,189082,2705,Volkswagen
